ID,TITLE,ACTIVE,URL_web,URL_facebook,URL_twitter,URL_youtube,URL_instagram,URL_telegram,URL_tiktok,URL_linkedin,DATE_START_year_offline,DATE_START_year_digital,DATE_START_day_digital,DATE_END_year_digital,DATE_END_day_digital,LOCATION_country,LOCATION_company_address,LOCATION_company_zipcode,LOCATION_town,REACH,NATIVE,PUBLISHER_media_group,PUBLISHER_company_name,PODCAST_offered,PODCAST_native,TOPIC_general_information,TOPIC_special_topic,TOPIC_special_topic_description,OWNERSHIP,DNR,ID_original,lat,lng,REVENUE_specify_other,LANGUAGE_specify_other,createdAt,updatedAt,publishedAt,platforms,languages,revenues,province,region,,,,,,,,,,,,
169,Alicante Hoy,true,http://alicantehoy.es/,https://www.facebook.com/ahoraalicante,https://twitter.com/alicantehoy_es,,,,,,,2016,,,,ES,,,Alicante,local,true,,,false,false,true,General,,unknown,false,ES_143,38.3459963,-0.4906855,,,2022-09-06T09:21:50.183Z,2023-01-27T11:11:24.832Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Alicante/Alacant,Comunitat Valenciana,,,,,,,,,,,,
170,Alicante Plaza,true,https://alicanteplaza.es/,https://www.facebook.com/alicanteplaza,https://twitter.com/alicanteplaza,https://www.youtube.com/channel/UCA4tY-ELHQds6R7vytehD-A,,,,,,2016,2016-10-06,,,ES," Roger de Lauria, 19 4 A - Valencia 46002",46002,Alicante,local,true,,Ediciones Plaza SL,false,false,true,General,,private,false,ES_144,39.4694281,-0.3732906,,,2022-09-06T09:21:54.173Z,2023-01-27T11:11:24.851Z,2022-09-06T09:22:58.469Z,"web, app","valencian, spanish","advertising, suscription_membership_payment",Alicante/Alacant,Comunitat Valenciana,,,,,,,,,,,,
171,Alirón!,false,http://www.alironbilbao.com/,https://www.facebook.com/AlironOficial,https://twitter.com/AlironOficial,,,,,,,,,2015,2015-10-01,ES,"Mª Díaz de Haro, 68 48920 Portugalete (Bizkaia)",48920,Bilbao,local,false,,"Deportes Alirón, SL",,,,,,private,false,ES_145,43.3269024,-3.0227318,,,2022-09-06T09:17:01.146Z,2023-01-27T11:12:17.766Z,2022-09-06T09:22:58.469Z,web,spanish,,Bizkaia,País Vasco,,,,,,,,,,,,
172,Alisios Televisión,false,http://www.alisiostelevision.com/,https://www.facebook.com/alisiostelevision,https://twitter.com/alisiostv,,,,,,,2014,,2018,2018-02-01,ES,,,Gran Canaria,local,false,,,,,,,,private,false,ES_146,27.9202202,-15.5474373,,,2022-09-06T08:54:03.997Z,2023-01-27T11:10:56.371Z,2022-09-06T09:22:58.469Z,web,spanish,,Las Palmas,Canarias,,,,,,,,,,,,
173,Alizan Radio,false,http://www.alizanradio.com/,,,,,,,,,,,2014,2014-02-15,ES,,,Alpujarra,local,false,,,,,,,,private,false,ES_147,36.9621715,-3.0533761,,,2022-09-06T09:17:01.014Z,2023-01-27T11:10:37.040Z,2022-09-06T09:22:58.469Z,web,spanish,,Almería,Andalucía,,,,,,,,,,,,
174,Almagro Noticias,true,http://almagronoticias.com/,https://www.facebook.com/almagronoticias/,https://twitter.com/almagronoticias,https://www.youtube.com/watch?v=h5YB6WauAmQ,https://www.instagram.com/almagronoticias/,,,,,2013,,,,ES,,13270,Almagro,local,true,,,false,false,true,General,,private,false,ES_148,38.8884312,-3.7117806,,,2022-09-06T09:16:28.305Z,2023-01-27T11:11:01.536Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Ciudad Real,Castilla - La Mancha,,,,,,,,,,,,
175,Almanaque de Santo António,true,http://editorialfranciscana.org/produtos/431/almanaque-de-santo-antonio-2022,,,,,,,,1898,,,,,PT,"R. Luz Soriano, 31/33",1200-246,Lisboa,national,true,"Editorial Minerva Manuel Rodrigues Sucessores, Lda",,false,false,false,Religión y espiritualidad,,private,false,PT_46,38.7116015,-9.1459178,,,2022-09-06T08:54:16.659Z,2023-01-27T11:11:39.928Z,2022-09-06T09:22:58.469Z,"web, print",portuguese,suscription_membership_payment,Lisboa,Lisboa,,,,,,,,,,,,
176,Almansa Radio,false,http://www.radioalmansa.es/,https://www.facebook.com/Radioalmansa-1376877029225216,https://twitter.com/RadioAlmansa,,,,,,,,,2015,2015-03-10,ES,"Plaza Sta. María, 2, 02640 Almansa, Albacete",2640,Almansa,local,true,,Ayuntamiento Almansa,,,,,,public,false,ES_149,38.8699779,-1.093757,,,2022-09-06T09:21:43.589Z,2023-01-27T11:11:00.801Z,2022-09-06T09:22:58.469Z,web,spanish,,Albacete,Castilla - La Mancha,,,,,,,,,,,,
177,Almargen Radio,false,http://www.almargenradio.com/,https://www.facebook.com/almargenradio,https://twitter.com/Almargenradio,,,,,,,,,,,ES,,,Almargen,local,false,,Ayuntamiento de Almargen,,,,,,public,false,ES_150,37.0017546,-5.022797,,,2022-09-06T09:11:12.014Z,2023-01-27T11:10:42.969Z,2022-09-06T09:22:58.469Z,web,spanish,,Málaga,Andalucía,,,,,,,,,,,,
178,Almería 24h,true,http://www.almeria24h.com/,https://www.facebook.com/almeria.veinticuatrohoras,https://twitter.com/Almeria24h,https://www.youtube.com/channel/UCqXsNjb0XYi6avhIm68u4kQ,,,,,,2011,2011-03-01,,,ES,"Avenida Almeria, 4, Carboneras, 04140 , Almeria",4140,Almería,local,true,,Apinesma Carboneras Informatica SL,false,false,true,General,,private,false,ES_151,36.9994801,-1.8930014,,,2022-09-06T09:21:35.064Z,2023-01-27T11:10:37.071Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Almería,Andalucía,,,,,,,,,,,,
179,Almería 360,true,http://almeria360.com,https://www.facebook.com/almeria360com,https://twitter.com/almeria360,https://www.youtube.com/user/Almeria360/featured,https://www.instagram.com/almeria360/,https://www.addtoany.com/add_to/telegram?linkurl=https%3A%2F%2Falmeria360.com%2F&linkname=home&linknote=,,,,2012,,,,ES,"GUADIX 6, ALMERIA",4007,,local,true,,NUEVAS DIGITALES SL,false,false,true,General,,private,false,ES_152,36.8287897,-2.4505738,,,2022-09-06T09:17:08.986Z,2023-01-27T11:10:37.103Z,2022-09-06T09:22:58.469Z,web,spanish,"donations, advertising",Almería,Andalucía,,,,,,,,,,,,
180,Almonte Noticias,false,http://almontenoticias.es/,https://www.facebook.com/almontenoticias/,https://twitter.com/Almontenoticias,,,,,,,,,2017,2017-03-01,ES,,,Almonte,local,true,,,,,,,,private,false,ES_153,37.2597271,-6.517062316,,,2022-09-06T09:10:59.734Z,2023-01-27T11:10:41.471Z,2022-09-06T09:22:58.469Z,web,spanish,,Huelva,Andalucía,,,,,,,,,,,,
181,Almuñecar Digital,false,https://almunecardigital.com/,https://www.facebook.com/almunecardigital,https://twitter.com/AlmuDigital,,,,,,,2014,,,,ES,,,Almuñecar,local,true,,,,,,,,private,false,ES_154,36.734473,-3.6890198,,,2022-09-06T09:16:43.005Z,2023-01-27T11:10:40.584Z,2022-09-06T09:22:58.469Z,web,spanish,,Granada,Andalucía,,,,,,,,,,,,
182,ALnavío,true,https://alnavio.com/,https://www.facebook.com/alnaviocom,https://twitter.com/alnaviocom,https://www.youtube.com/channel/UC1MLvWrUwlRq8fIlzsV43Kg,https://www.instagram.com/alnaviocom/,,,,,2016,,,,ES,Santa Engracia 93 Piso 1 oficina B. 28010 Madrid,28010,Madrid,national,true,,"Inversiones Rio Apure, S.L.",false,false,true,General,Latinoamérica y España,private,false,ES_155,40.4364038,-3.6996893,,,2022-09-06T09:16:36.963Z,2023-01-27T11:11:51.236Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Madrid,Madrid, Comunidad de,,,,,,,,,,,
183,Alpicat Ràdio,true,http://www.alpicatradio.com/,https://www.facebook.com/alpicatradio,https://twitter.com/alpicatradio,https://www.youtube.com/channel/UC663Egl_b-siSiYe-S10lNg,https://www.instagram.com/alpicatradio/,,,,,2000,,,,ES,"Farraginals 1, d'Alpicat (Lleida).",25110,Alpicat,local,false,,,true,false,true,General,,unknown,false,ES_156,41.6662463,0.5576455,,,2022-09-06T09:22:00.111Z,2023-01-27T11:11:20.548Z,2022-09-06T09:22:58.469Z,"web, app, radio",catalan,,Lleida,Cataluña,,,,,,,,,,,,
184,Al-Salmorejo,false,http://www.al-salmorejo.com/,https://www.facebook.com/al-salmorejo,https://twitter.com/alsalmorejo,,,,,,,,,,,ES,,,Córdoba,local,true,,,,,,,,private,false,ES_113,37.8881751,-4.7793835,,,2022-09-06T09:11:13.619Z,2023-01-27T11:10:39.607Z,2022-09-06T09:22:58.469Z,web,spanish,,Córdoba,Andalucía,,,,,,,,,,,,
185,AlSoldelaCosta,true,http://alsoldelacosta.com,https://www.facebook.com/francisco.acedo.77,https://twitter.com/alsoldelacosta,https://www.youtube.com/channel/UCktV_etY-y0j2f3v7OIc9Kg,https://www.instagram.com/alsoldelacosta/,,,,,2015,,,,ES,,,Marbella,local,true,,Acedo Torregrosa Comunicación,false,false,true,General,,private,false,ES_157,36.510071,-4.8824474,Eventos,,2022-09-06T09:11:12.689Z,2023-01-27T11:10:43.001Z,2022-09-06T09:22:58.469Z,web,spanish,"advertising, consultancy_events_and_other",Málaga,Andalucía,,,,,,,,,,,,
186,Altafulla Ràdio,true,http://www.altafullaradio.cat/,https://www.facebook.com/altafulla.radio,https://twitter.com/AltafullaRadio,https://www.youtube.com/channel/UCzN4QJJTXLBBBpSAQBN_AFQ,,,,,,2013,,,,ES,"Marquès de Tamarit, 16. Baixos, local E - 43893 Altafulla, Tarragona",43893,Altafulla,local,false,,,true,false,true,General,,public,false,ES_158,41.1398,1.37474,,,2022-09-06T09:22:06.720Z,2023-01-27T11:11:21.701Z,2022-09-06T09:22:58.469Z,"web, app, radio, print","catalan, english",,Tarragona,Cataluña,,,,,,,,,,,,
187,Altaïr Magazine,true,http://www.altairmagazine.com/,https://www.facebook.com/AltairMagazine,https://twitter.com/altairmagazine,,https://instagram.com/altairmagazine,,,,,2014,,,,ES,"Gran Vía de les Corts Catalanes, 616, 08007 Barcelona",8007,Barcelona,national,false,,"Revista Altair,S.L",false,false,false,Ocio y entretenimiento,Viajes,private,false,ES_159,41.3876218,2.1665452,Eventos,,2022-09-06T09:22:20.525Z,2023-01-27T11:11:08.127Z,2022-09-06T09:22:58.469Z,"web, print",spanish,"ecommerce, suscription_membership_payment, consultancy_events_and_other, public_or_private_subsidies",Barcelona,Cataluña,,,,,,,,,,,,
188,Altanto!!,false,http://www.altanto.cat/,https://www.facebook.com/altantorevista,https://twitter.com/altantosegria,,,,,,,,,,,ES,"Travessia Sant Bartomeu, 2 Esc3 1 3 - 25110 Alpicat - Lleida",25110,Alpicat,local,true,,,,,,,,,false,ES_160,41.668521,0.55438,,,2022-09-06T09:22:00.013Z,2023-01-27T11:11:20.564Z,2022-09-06T09:22:58.469Z,web,catalan,,Lleida,Cataluña,,,,,,,,,,,,
189,Altas Pulsaciones,true,https://www.altaspulsaciones.com/,https://www.facebook.com/AltasPulsaciones/,https://twitter.com/altaspulsacione,,,,,,,2008,2008-01-01,,,ES,"Av. Cerdanyola, 75-77 1ª planta, 08172 Sant Cugat del Vallés, Barcelona",8172,Sant Cugat del Vallés,national,true,Blogsolutions,Blogsolutions SLU,false,false,false,Deportes,y vida saludable,private,false,ES_161,41.4742129,2.0923034,,,2022-09-06T09:22:15.160Z,2023-01-27T11:11:08.148Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Barcelona,Cataluña,,,,,,,,,,,,
190,Alternativa Rádio,true,http://ar-alternativa-radio.weebly.com/,,,,,,,,,,,,,PT,"Rua São Gonçalo, n.º 5A, Loja 1",2580-064,Barreiro,local,,AR – Alternativa Rádio,,false,false,true,General,,private,false,PT_47,38.6608149,-9.0790724,,,2022-09-06T08:54:22.876Z,2023-01-27T11:12:26.475Z,2022-09-06T09:22:58.469Z,"web, radio",portuguese,advertising,Setúbal,Setúbal,,,,,,,,,,,,
191,Alternativas Económicas,true,http://alternativaseconomicas.coop/,https://www.facebook.com/Alternativas-Econ%C3%B3micas-554539224572184,https://twitter.com/RevistaAlterEco,https://www.youtube.com/channel/UCj9Zjny3xVN4rBDQxigDgJg,,,,,,2012,,,,ES,"Rei Martí, 8, 3º  - 08014 Barcelona",8014,Barcelona,national,false,,Alternativas Económicas SCCL,false,false,false,Economía y empresa,"Economía, empresa",private,false,ES_162,41.3736109,2.1385322,,,2022-09-06T09:22:17.206Z,2023-01-27T11:11:08.168Z,2022-09-06T09:22:58.469Z,"print, app, web",spanish,"donations, advertising, suscription_membership_payment, ecommerce",Barcelona,Cataluña,,,,,,,,,,,,
192,Alvorada,true,https://http://www.alvorada.pt/,https://www.facebook.com/Jornal-Alvorada-Lourinh%C3%A3-585353331496354,,,,,,,1960,2000,,,,PT,Largo da República - Centro Pastoral  Santo António,2530-120,Lourinhã,local,false,Fábrica da Igreja Paroquial de Nossa Senhora da Anunciação da Lourinhã,,false,false,true,General,,private,false,PT_48,39.2497523,-9.2896468,,,2022-09-06T08:54:08.078Z,2023-01-27T11:11:39.952Z,2022-09-06T09:22:58.469Z,"web, print",portuguese,"advertising, suscription_membership_payment",Lisboa,Lisboa,,,,,,,,,,,,
193,Alzira Ràdio,true,http://www.alziraradio.com/,https://www.facebook.com/alziraradio,https://twitter.com/alziraradio,,https://www.instagram.com/alziraradio/,,,,,2004,,,,ES,"Escoles Pies 4, 2n pis.",46600,Alzira,local,false,,,true,false,true,General,,private,false,ES_163,39.1507662,-0.4361536,,,2022-09-06T09:21:51.811Z,2023-01-27T11:11:27.465Z,2022-09-06T09:22:58.469Z,"web, radio",valencian,public_or_private_subsidies,Valencia/València,Comunitat Valenciana,,,,,,,,,,,,
194,aMartorell.com,false,http://www.amartorell.com/,,https://twitter.com/AjuntaMartorell,,,,,,,2005,2005-09-27,2020,2020-10-13,ES,"Avinguda Catalunya 60, 08783 Masquefa, Barcelona",8783,Martorell,local,true,,aTotArreu.com,false,false,,,,private,false,ES_164,41.5006477,1.814503,,,2022-09-06T09:22:10.660Z,2023-01-27T11:11:08.189Z,2022-09-06T09:22:58.469Z,web,catalan,,Barcelona,Cataluña,,,,,,,,,,,,
195,aMasquefa,false,http://www.amasquefa.com/,,https://twitter.com/AjMasquefa,,,,,,,2007,2007-02-27,2020,2020-08-12,ES,"Avinguda Catalunya, 60 - 08783 Masquefa (Barcelona)",8783,Masquefa,local,true,,"aTotArreu, SL",false,false,,,,private,false,ES_165,41.5006477,1.814503,,,2022-09-06T09:22:10.728Z,2023-01-27T11:11:08.210Z,2022-09-06T09:22:58.469Z,web,catalan,,Barcelona,Cataluña,,,,,,,,,,,,
196,Ambiente Magazine,true,https://http://www.ambientemagazine.com/,https://www.facebook.com/ambientemag,,https://www.youtube.com/channel/UCkY9QP3udfwbuHKOQieLGEQ,,,,,1993,2011,,,,PT,"Av. Infante Santo, 343 - R/C Esq.",1350-177,Lisboa,national,false,"ATM – Edições e Publicidade, Lda",,false,false,true,General,,private,false,PT_49,38.7113784,-9.1645604,,,2022-09-06T08:54:13.165Z,2023-01-27T11:11:39.977Z,2022-09-06T09:22:58.469Z,"print, web",portuguese,"advertising, suscription_membership_payment",Lisboa,Lisboa,,,,,,,,,,,,
197,Ambiente Piscinas,false,https://http://www.ambientepiscinas.com/,,,,,,,,2002,2002,,,,PT,"Parque Industrial Sobreposta, Rua da Piscina, nº 70",4715-553,Braga,national,true,,"Edições Lamparina, Lda.",false,false,false,Técnicas y profesionales,Piscinas e manutenção,private,false,PT_50,41.557044,-8.3493819,,,2022-09-06T08:54:40.030Z,2023-01-27T11:10:54.011Z,2022-09-06T09:22:58.469Z,"print, web",portuguese,branded_content,Braga,Braga,,,,,,,,,,,,
198,Ambitur,true,https://http://www.ambitur.pt/,https://pt-pt.facebook.com/ambiturlifestyle/,,https://www.youtube.com/user/Ambitur/videos,,,,https://www.linkedin.com/company/ambitur,1990,2005,,,,PT,"Av. Infante Santo, 343 - R/C Esq.",1350-177,Lisboa,national,false,Teresa de Jesus Fernandes Elias Chenrim,,false,false,false,Otros,Turismo/viagem,private,false,PT_51,38.7113784,-9.1645604,,,2022-09-06T08:54:13.205Z,2023-01-27T11:11:39.999Z,2022-09-06T09:22:58.469Z,"print, web",portuguese,"suscription_membership_payment, advertising",Lisboa,Lisboa,,,,,,,,,,,,
199,Americaeconomica.com,true,http://www.americaeconomica.com/,https://www.facebook.com/Americaeconomicacom-112288842131540,https://twitter.com/Americaeco,https://www.youtube.com/user/ELBOLETINTV,,,,,,1999,,,,ES,"Marqués de Leganés, 3 - Bº Dcha. 28004, Madrid",28004,Leganés,national,true,,Asesores de Publicaciones S.L.,false,false,false,Economía y empresa,Noticias económicas de América,private,false,ES_166,40.4219456,-3.7068248,,,2022-09-06T09:16:29.291Z,2023-01-27T11:11:51.258Z,2022-09-06T09:22:58.469Z,"print, web",spanish,advertising,Madrid,Madrid, Comunidad de,,,,,,,,,,,
200,Ames Radio,false,http://www.concellodeames.gal/areas_comunicacion.php,,,,,,,,,,,,,ES,"Praza do Concello, 2, Bertamiráns",15220,Ames,local,false,,Concello de Ames,false,false,,,,public,false,ES_167,42.8594564,-8.6501326,,,2022-09-06T08:54:28.572Z,2023-01-27T11:11:33.157Z,2022-09-06T09:22:58.469Z,web,galician,,A Coruña,Galicia,,,,,,,,,,,,
201,Amezti,true,https://amezti.eus,https://www.facebook.com/profile.php?id=100000894851891,https://twitter.com/Amezti2,https://www.youtube.com/channel/UC74qToVGAv8EgJAtEOtHdRw,,,,,,2018,,,,ES,"La Asunción, 21, 3 - 31866 - Jauntsarats, Navarra",31866,Jauntsarats,local,true,,Ametza Kultur Elkartea,true,false,true,General,,private,false,ES_168,43.0010819,-1.799806,,,2022-09-06T09:21:36.341Z,2023-01-27T11:12:11.746Z,2022-09-06T09:22:58.469Z,"web, radio",basque,"public_or_private_subsidies, advertising",Navarra,Navarra, Comunidad Foral de,,,,,,,,,,,
202,Amor à Camisola,true,https://http://www.amoracamisola.net/,https://www.facebook.com/Amor-%C3%A0-Camisola-946350385463607/,,,,,,,2018,2020,,,,PT,"Bairro Filomena, 7-B",2530-806,Lourinhã,national,false,Duarte Nuno Joaquim Gomes,,false,false,false,Deportes,,private,false,PT_52,39.2497523,-9.2896468,,,2022-09-06T08:54:08.106Z,2023-01-27T11:11:40.021Z,2022-09-06T09:22:58.469Z,"print, web",portuguese,"suscription_membership_payment, advertising",Lisboa,Lisboa,,,,,,,,,,,,
203,AmorMais,true,https://jornal.amormais.pt/,https://www.facebook.com/jornalamormais,https://twitter.com/jornalamormais,https://www.youtube.com/c/AmormaisPtJornal,https://www.instagram.com/accounts/login/?next=/jornalamormais/,,,,2019,2016,,,,PT,"Lg. Padre Margalhau, 3",2400-788,Leiria,local,false,Amor Mais - Associação de Solidariedade e Desenvolvimento de Amor,,false,false,true,General,,private,false,PT_53,39.8027679,-8.860196,,,2022-09-06T08:54:24.474Z,2023-01-27T11:11:38.257Z,2022-09-06T09:22:58.469Z,"print, web",portuguese,"suscription_membership_payment, advertising",Leiria,Leiria,,,,,,,,,,,,
204,Amposta Ràdio,true,http://www.amposta.cat/Radio/,https://www.facebook.com/AmpostaRadio,https://twitter.com/RadioAmposta,,,,,,,2006,,,,ES,Palau i Quer (Exterior de l'edifici del Mercat Municipal) - 43870 Amposta,43870,Amposta,local,false,,,true,false,true,General,,public,false,ES_169,40.7067997,0.5801695,,,2022-09-06T09:22:00.204Z,2023-01-27T11:11:21.717Z,2022-09-06T09:22:58.469Z,"radio, print, web",catalan,,Tarragona,Cataluña,,,,,,,,,,,,
205,Análise Psicológica,true,http://publicacoes.ispa.pt/index.php/index/index,,,,,,,,1980,,,,,PT,"R. Jardim do Tabaco, 34",1149-041 Lisboa,Lisboa,national,true,"ISPA - Instituto Superior de Psicologia Aplicada, C.R.L.",,false,false,false,Otros,Investigação na área da psicologia,,false,PT_54,38.7121972,-9.1259782,,,2022-09-06T08:54:19.217Z,2023-01-27T11:11:40.046Z,2022-09-06T09:22:58.469Z,web,portuguese,suscription_membership_payment,Lisboa,Lisboa,,,,,,,,,,,,
206,Anboto,true,http://anboto.org/,https://www.facebook.com/anbotokomunikabideak/,https://twitter.com/anboto,https://www.youtube.com/user/anbotobideoa,https://www.instagram.com/anbotokomunikabideak/,,,,,2001,,,,ES,"Bixente Kapanaga, 9, Durango",48215,Duranguesado,local,false,,Durango Comunicación Pública,false,false,true,General,,,false,ES_170,43.1744243,-2.6387447,,,2022-09-06T09:17:07.527Z,2023-01-27T11:12:17.786Z,2022-09-06T09:22:58.469Z,"app, web, print",basque,"advertising, ecommerce, donations, suscription_membership_payment, public_or_private_subsidies",Bizkaia,País Vasco,,,,,,,,,,,,
207,Andalán,true,http://www.andalan.es/,https://www.facebook.com/andalan.es,,,,,,,,2010,,,,ES,,,Zaragoza,local,true,,,false,false,true,General,,private,false,ES_171,41.6488226,-0.8890853,,,2022-09-06T09:21:45.179Z,2023-01-27T11:10:47.733Z,2022-09-06T09:22:58.469Z,web,spanish,,Zaragoza,Aragón,,,,,,,,,,,,
208,Andaluces Diario,true,https://www.elplural.com/autonomias/andalucia,https://www.facebook.com/andalucesdiario,https://twitter.com/andalucesdiario,,https://www.instagram.com/el_plural,,,,,2011,2011-04-07,,,ES,"Benito Mas y Prata 5, en Sevilla",41005,Sevilla,local,true,,Proyectos Digitales Andaluces SL,false,false,true,General,,private,false,ES_172,37.3865297,-5.9708102,,,2022-09-06T09:11:04.001Z,2023-01-27T11:10:44.934Z,2022-09-06T09:22:58.469Z,"web, app",spanish,advertising,Sevilla,Andalucía,,,,,,,,,,,,
209,Andalucía al Día,true,https://andaluciaaldia.es/,https://www.facebook.com/AlDiaAndalucia,https://twitter.com/AndaluciaalDia,https://www.youtube.com/channel/UCS_QsZvnsV_25cluZBU-_Mg,,,,,,2014,2014-03-07,,,ES,"Monjas, 5, 41740 Lebrija, Sevilla",41740,Lebrija,local,true,,"Publicaciones del Guadalquivir, S.L.",false,false,true,General,,private,false,ES_173,36.919099,-6.0787172,,,2022-09-06T09:11:02.250Z,2023-01-27T11:10:44.955Z,2022-09-06T09:22:58.469Z,web,spanish,"ecommerce, advertising",Sevilla,Andalucía,,,,,,,,,,,,
210,Andalucía Económica,true,http://andaluciaeconomica.com/,,,,,,,,,1999,,,,ES,"Diego de Riaño, nº 11, 2º D, 41004 Sevilla",41004,Sevilla,local,false,,,false,false,false,Economía y empresa,Noticias económicas,private,false,ES_174,37.3788195,-5.9851529,,,2022-09-06T09:11:03.317Z,2023-01-27T11:10:44.976Z,2022-09-06T09:22:58.469Z,"web, print",spanish,"advertising, suscription_membership_payment",Sevilla,Andalucía,,,,,,,,,,,,
211,Andalucía Golf España,true,http://www.andaluciagolf.com/,https://www.facebook.com/AndaluciaGolf.EspanaGolf,https://twitter.com/andalucia_golf,https://www.youtube.com/channel/UCmVCCY9sXbidstP-ObbtQvQ,https://www.instagram.com/andaluciagolf/,,,,,2004,,,,ES,"Ortega y Gasset, 7 – Edificio Hispasol, 2 C 29602 Marbella (Málaga)",29620,Marbella,national,false,,Andalucía Golf SL,false,false,false,Deportes,Golf,private,false,ES_175,36.5091696,-4.8976306,Eventos,,2022-09-06T09:11:12.561Z,2023-01-27T11:10:43.021Z,2022-09-06T09:22:58.469Z,"web, print","english, spanish","consultancy_events_and_other, advertising",Málaga,Andalucía,,,,,,,,,,,,
212,Andalucía Información,true,http://andaluciainformacion.es/,https://www.facebook.com/andaluciainformacion.es,https://twitter.com/andaluciainf,https://www.youtube.com/user/andaluciainformacion,https://www.instagram.com/andaluciainformacion.es/,,,,,2008,2008-10-01,,,ES,"Investigación, parcela D-11, Jerez de la Frontera",11403,Cádiz,local,true,Publicaciones del Sur,Publicaciones del Sur SA,false,false,true,General,,private,false,ES_176,36.6850064,-6.1260744,,,2022-09-06T09:11:01.686Z,2023-01-27T11:10:37.922Z,2022-09-06T09:22:58.469Z,"tv, web, print, app",spanish,advertising,Cádiz,Andalucía,,,,,,,,,,,,
